20008.2|10000|49054.9|-3.36103|0|299.981|0
20007.8|9999.95|49080.8|-3.37371|-0.981|224.651|0.1
20007.5|9999.8|49100.8|-3.38648|-1.962|179.561|0.2
20007.1|9999.56|49117.2|-3.39935|-2.943|149.545|0.3
20006.8|9999.22|49131|-3.41231|-3.924|128.127|0.4
20006.5|9998.77|49143|-3.42538|-4.905|112.076|0.5
20006.1|9998.23|49153.5|-3.43854|-5.886|99.5982|0.6
20005.8|9997.6|49163|-3.45181|-6.867|89.6207|0.7
20005.4|9996.86|49171.5|-3.46518|-7.848|81.4601|0.8
20005.1|9996.03|49179.3|-3.47865|-8.829|74.6617|0.9
20004.7|9995.1|49186.5|-3.49223|-9.81|68.9107|1
20004.4|9994.06|49193.1|-3.50592|-10.791|63.9822|1.1
20004|9992.94|49199.3|-3.51971|-11.772|59.7117|1.2
20003.7|9991.71|49205.1|-3.53362|-12.753|55.9756|1.3
20003.3|9990.39|49210.5|-3.54763|-13.734|52.6794|1.4
20003|9988.96|49215.6|-3.56175|-14.715|49.7499|1.5
20002.6|9987.44|49220.5|-3.57599|-15.696|47.129|1.6
20002.3|9985.82|49225.1|-3.59034|-16.677|44.7705|1.7
20001.9|9984.11|49229.4|-3.60481|-17.658|42.6368|1.8
20001.5|9982.29|49233.6|-3.61939|-18.639|40.6972|1.9
20001.2|9980.38|49237.6|-3.63409|-19.62|38.9263|2
20000.8|9978.37|49241.4|-3.64892|-20.601|37.3032|2.1
20000.4|9976.26|49245|-3.66386|-21.582|35.81|2.2
20000.1|9974.05|49248.6|-3.67893|-22.563|34.4318|2.3
19999.7|9971.75|49251.9|-3.69412|-23.544|33.1557|2.4
19999.3|9969.34|49255.2|-3.70944|-24.525|31.9708|2.5
19999|9966.84|49258.3|-3.72488|-25.506|30.8677|2.6
19998.6|9964.24|49261.4|-3.74046|-26.487|29.8381|2.7
19998.2|9961.54|49264.3|-3.75616|-27.468|28.8751|2.8
19997.8|9958.75|49267.1|-3.772|-28.449|27.9722|2.9
19997.5|9955.86|49269.9|-3.78797|-29.43|27.1241|3
19997.1|9952.86|49272.6|-3.80408|-30.411|26.3259|3.1
19996.7|9949.77|49275.2|-3.82032|-31.392|25.5734|3.2
19996.3|9946.58|49277.7|-3.83671|-32.373|24.8627|3.3
19995.9|9943.3|49280.1|-3.85323|-33.354|24.1904|3.4
19995.5|9939.91|49282.5|-3.8699|-34.335|23.5535|3.5
19995.2|9936.43|49284.8|-3.88671|-35.316|22.9493|3.6
19994.8|9932.85|49287.1|-3.90367|-36.297|22.3753|3.7
19994.4|9929.17|49289.3|-3.92078|-37.278|21.8293|3.8
19994|9925.39|49291.5|-3.93804|-38.259|21.3094|3.9
19993.6|9921.52|49293.6|-3.95545|-39.24|20.8136|4
19993.2|9917.55|49295.6|-3.97302|-40.221|20.3404|4.1
19992.8|9913.48|49297.7|-3.99074|-41.202|19.8882|4.2
19992.4|9909.31|49299.6|-4.00862|-42.183|19.4557|4.3
19992|9905.04|49301.5|-4.02666|-43.164|19.0415|4.4
19991.6|9900.67|49303.4|-4.04487|-44.145|18.6447|4.5
19991.2|9896.21|49305.3|-4.06324|-45.126|18.2641|4.6
19990.8|9891.65|49307.1|-4.08178|-46.107|17.8986|4.7
19990.4|9886.99|49308.9|-4.10049|-47.088|17.5476|4.8
19990|9882.23|49310.6|-4.11937|-48.069|17.21|4.9
19989.5|9877.38|49312.3|-4.13843|-49.05|16.8852|5
19989.1|9872.42|49314|-4.15766|-50.031|16.5724|5.1
19988.7|9867.37|49315.6|-4.17707|-51.012|16.271|5.2
19988.3|9862.22|49317.2|-4.19667|-51.993|15.9803|5.3
19987.9|9856.97|49318.8|-4.21645|-52.974|15.6999|5.4
19987.5|9851.62|49320.4|-4.23641|-53.955|15.4291|5.5
19987|9846.18|49321.9|-4.25657|-54.936|15.1675|5.6
